key,data_str,decimals,precision,context_ref,element_name,unit,period_type,isTextBlock_flg,abstract_flg,period_start,period_end,instant_date,end_date_pv,instant_date_pv,scenario
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,3076.11,2,,Prior1YearInstant,NetAssetsPerShareSummaryOfBusinessResults,JPYPerShares,instant,0,0,,2023-04-01,2023-04-01,,2023-03-31,
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,3317.24,2,,CurrentYearInstant,NetAssetsPerShareSummaryOfBusinessResults,JPYPerShares,instant,0,0,,2024-04-01,2024-04-01,,2024-03-31,
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,211.71,2,,Prior4YearDuration,BasicEarningsLossPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,225.62,2,,Prior3YearDuration,BasicEarningsLossPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,209.63,2,,Prior2YearDuration,BasicEarningsLossPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,89.78,2,,Prior1YearDuration,BasicEarningsLossPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,107.06,2,,CurrentYearDuration,BasicEarningsLossPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,,,,Prior4YearDuration,DilutedEarningsPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,,,,Prior3YearDuration,DilutedEarningsPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,,,,Prior2YearDuration,DilutedEarningsPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,,,,Prior1YearDuration,DilutedEarningsPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,,,,CurrentYearDuration,DilutedEarningsPerShareSummaryOfBusinessResults,JPYPerShares,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,0.616,3,,Prior4YearInstant,EquityToAssetRatioSummaryOfBusinessResults,pure,instant,0,0,,2020-04-01,2020-04-01,,2020-03-31,
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,0.627,3,,Prior3YearInstant,EquityToAssetRatioSummaryOfBusinessResults,pure,instant,0,0,,2021-04-01,2021-04-01,,2021-03-31,
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,0.613,3,,Prior2YearInstant,EquityToAssetRatioSummaryOfBusinessResults,pure,instant,0,0,,2022-04-01,2022-04-01,,2022-03-31,
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,0.583,3,,Prior1YearInstant,EquityToAssetRatioSummaryOfBusinessResults,pure,instant,0,0,,2023-04-01,2023-04-01,,2023-03-31,
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,0.580,3,,CurrentYearInstant,EquityToAssetRatioSummaryOfBusinessResults,pure,instant,0,0,,2024-04-01,2024-04-01,,2024-03-31,
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,0.086,3,,Prior4YearDuration,RateOfReturnOnEquitySummaryOfBusinessResults,pure,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,0.086,3,,Prior3YearDuration,RateOfReturnOnEquitySummaryOfBusinessResults,pure,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,0.073,3,,Prior2YearDuration,RateOfReturnOnEquitySummaryOfBusinessResults,pure,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,0.030,3,,Prior1YearDuration,RateOfReturnOnEquitySummaryOfBusinessResults,pure,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,0.033,3,,CurrentYearDuration,RateOfReturnOnEquitySummaryOfBusinessResults,pure,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,23.4,1,,Prior4YearDuration,PriceEarningsRatioSummaryOfBusinessResults,pure,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,21.4,1,,Prior3YearDuration,PriceEarningsRatioSummaryOfBusinessResults,pure,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,18.9,1,,Prior2YearDuration,PriceEarningsRatioSummaryOfBusinessResults,pure,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,49.0,1,,Prior1YearDuration,PriceEarningsRatioSummaryOfBusinessResults,pure,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,39.9,1,,CurrentYearDuration,PriceEarningsRatioSummaryOfBusinessResults,pure,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,8048000000,-6,,Prior4YearDuration,NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,8671000000,-6,,Prior3YearDuration,NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,8305000000,-6,,Prior2YearDuration,NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
